"DENOMINACION","tipo","regimen","localidad","LATITUD","LONGITUD"
"IES DE XIXONA","institut d'educació secundària","púb.","XIXONA",38.542812,-0.50005
"CEIP SAGRADA FAMILIA","col·legi d'educació infantil i primària","púb.","XIXONA",38.530853,-0.506583
"CEIP ELOY COLOMA","col·legi d'educació infantil i primària","púb.","XIXONA",38.542099,-0.505993
"CEIP JORGE JUAN","col·legi d'educació infantil i primària","púb.","MONFORTE DEL CID",38.379488,-0.726793
"EI 1ER CICLE MARE DE DÉU DEL REMEI","escola infantil de primer cicle","púb.","MONÒVER",38.435859,-0.834257
"CEIP AZORÍN","col·legi d'educació infantil i primària","púb.","MONÒVER",38.438649,-0.850496
"CEIP CERVANTES","col·legi d'educació infantil i primària","púb.","MONÒVER",38.434724,-0.836924
"CENTRE PRIVAT DIVINA PASTORA","centre privat d'educació infantil, primària i secundària","priv. conc.","MONÒVER",38.430456,-0.837213
"CEIP EL SALVADOR","col·legi d'educació infantil i primària","púb.","MUTXAMEL",38.411697,-0.449352
"CEIP MANUEL ANTÓN","col·legi d'educació infantil i primària","púb.","MUTXAMEL",38.411277,-0.448941
"CEIP CASTELL DEL POP","col·legi d'educació infantil i primària","púb.","MURLA",38.760132,-0.080458
"CEIP EL BRACAL","col·legi d'educació infantil i primària","púb.","MURO DE ALCOY",38.779723,-0.442572
"CEIP JORGE JUAN","col·legi d'educació infantil i primària","púb.","NOVELDA",38.380521,-0.766417
"CEIP ALFONSO X EL SABIO","col·legi d'educació infantil i primària","púb.","NOVELDA",38.381153,-0.772616
"CEIP GÓMEZ NAVARRO","col·legi d'educació infantil i primària","púb.","NOVELDA",38.388184,-0.763947
"CENTRE PRIVAT ORATORIO FESTIVO","centre privat d'educació infantil, primària i secundària","priv. conc.","NOVELDA",38.383853,-0.763625
"CENTRE PRIVAT PADRE DEHÓN","centre privat d'educació infantil, primària i secundària","priv. conc.","NOVELDA",38.385712,-0.769601
"CENTRE PRIVAT SAN JOSÉ DE CLUNY","centre privat d'educació infantil, primària i secundària","priv. conc.","NOVELDA",38.387907,-0.764183
"CENTRE PRIVAT SANTA MARÍA MAGDALENA","centre privat d'educació infantil, primària i secundària","priv. conc.","NOVELDA",38.386615,-0.764206
"IES LA MOLA","institut d'educació secundària","púb.","NOVELDA",38.386071,-0.757652
"CEIP SAN RAFAEL","col·legi d'educació infantil i primària","púb.","NUCIA (LA)",38.611006,-0.128055
"CEIP SANCHIS GUARNER","col·legi d'educació infantil i primària","púb.","ONDARA",38.827449,0.022168
"CEIP SAN JAIME","col·legi d'educació infantil i primària","púb.","ONIL",38.626963,-0.670917
"CEIP EL CASTELLET","col·legi d'educació infantil i primària","púb.","ORBA",38.77529,-0.061852
"CEIP NUESTRA SEÑORA DE BELÉN","col·legi d'educació infantil i primària","púb.","APARECIDA (LA)",38.077732,-1.007687
"CEIP FRANCISCO GIRONA","col·legi d'educació infantil i primària","púb.","ARNEVA",38.054934,-0.941939
"CEIP RINCÓN DE BONANZA","col·legi d'educació infantil i primària","púb.","BONANZA (RAIGUERO DE)",38.087246,-0.973336
"CEIP NUESTRA SEÑORA DEL PILAR","col·legi d'educació infantil i primària","púb.","CAMPANETA (LA)",38.087777,-0.894239
"CEIP VIRGEN DE LOS DESAMPARADOS","col·legi d'educació infantil i primària","púb.","DESAMPARADOS",38.064075,-0.978298
"CEIP MANUEL RIQUELME","col·legi d'educació infantil i primària","púb.","HURCHILLO",38.059598,-0.92091
"CEIP NUESTRA SEÑORA DE MONSERRATE","col·legi d'educació infantil i primària","púb.","MOLÍNS",38.083078,-0.907737
"CEIP MAESTRO ISMAEL GARCÍA","col·legi d'educació infantil i primària","púb.","MURADA (LA)",38.172724,-0.959909
"ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE ORIHUELA","escola d'art i superior de disseny","púb.","ORIHUELA",38.097382,-0.936454
"CEIP FERNANDO DE LOACES","col·legi d'educació infantil i primària","púb.","ORIHUELA",38.092721,-0.939025
"CEIP JOSEFINA MANRESA","col·legi d'educació infantil i primària","púb.","ORIHUELA",38.092768,-0.938812
"CENTRO PRIVADO NUESTRA SEÑORA DEL CARMEN","centre privat d'educació infantil, primària i secundària","priv. conc.","ORIHUELA",38.081338,-0.946255
"CEIP ANDRÉS MANJÓN","col·legi d'educació infantil i primària","púb.","ORIHUELA",38.082761,-0.945748
"CEIP VIRGEN DE LA PUERTA","col·legi d'educació infantil i primària","púb.","ORIHUELA",38.088702,-0.950824
"CENTRO PRIVADO JESÚS MARÍA (S.ISIDRO)","centre privat d'educació infantil i primària","priv. conc.","ORIHUELA",38.094207,-0.950769
"CENTRO PRIVADO JESÚS MARÍA","centre privat d'educació infantil, primària i secundària","priv. conc.","ORIHUELA",38.082943,-0.947721
"CENTRO PRIVADO SAN JOSÉ OBRERO","centre privat d'educació secundària","priv. conc.","BONANZA (RAIGUERO DE)",38.094866,-0.970876
"CENTRO PRIVADO ORATORIO FESTIVO","centre privat d'educació infantil, primària i secundària","priv. conc.","ORIHUELA",38.085941,-0.947785
"CENTRO PRIVADO DIOCESANO SANTO DOMINGO","centre privat d'educació infantil, primària i secundària","priv. conc.","ORIHUELA",38.089361,-0.941344
"IES GABRIEL MIRÓ","institut d'educació secundària","púb.","ORIHUELA",38.091387,-0.938237
"CIPFP EL PALMERAL","centre integrat públic de formació professional","púb.","ORIHUELA",38.093431,-0.938218
"CENTRO PRIVADO OLEZA","centre privat d'educació infantil, primària i secundària","priv. conc.","ORIHUELA",38.081093,-0.940761
"CENTRO PRIVADO SEMINARIO DIOCESANO SAN MIGUEL","centre privat d'educació primària i secundària","priv.","ORIHUELA",38.087697,-0.947745
"CEIP VIRGEN DEL PILAR","col·legi d'educació infantil i primària","púb.","PILAR DE LA HORADADA",37.86669,-0.792901
"CEIP SAN BARTOLOMÉ","col·legi d'educació infantil i primària","púb.","SAN BARTOLOMÉ",38.094773,-0.863931
"CEIP VIRGEN DE MONSERRATE","col·legi d'educació infantil i primària","púb.","TORREMENDO",37.997126,-0.86862
"CEIP EL CARRASCAL","col·legi d'educació infantil i primària","púb.","PARCENT",38.745984,-0.066519
"CEIP L'ALFÀS","col·legi d'educació infantil i primària","púb.","PEDREGUER",38.797034,0.028195
"CENTRE PRIVAT SANT ANTONI","centre privat d'educació infantil, primària i secundària","priv. conc.","PEGO",38.836557,-0.115348
"IES ENRIC VALOR","institut d'educació secundària","púb.","PEGO",38.844788,-0.111958
"EI 1ER CICLE VIRGEN DEL REMEDIO","escola infantil de primer cicle","púb.","PETRER",38.485996,-0.778506
"CEIP 9 D'OCTUBRE","col·legi d'educació infantil i primària","púb.","PETRER",38.478051,-0.773219
"CEIP REYES CATÓLICOS","col·legi d'educació infantil i primària","púb.","PETRER",38.485668,-0.781753
"CENTRE PRIVAT SANTO DOMINGO SAVIO","centre privat d'educació infantil, primària i secundària","priv. conc.","PETRER",38.478488,-0.78195
"CEIP SAN ANTÓN","col·legi d'educació infantil i primària","púb.","PINÓS (EL)",38.399502,-1.042607
"IES MARHUENDA PRATS","institut d'educació secundària","púb.","PINÓS (EL)",38.400066,-1.03898
"CEIP SANTA CATALINA","col·legi d'educació infantil i primària","púb.","PINÓS (EL)",38.407215,-1.039212
"CEIP SANT ROC","col·legi d'educació infantil i primària","púb.","POLOP",38.612562,-0.13584
"CEIP TRINITARIO SEVA","col·legi d'educació infantil i primària","púb.","RAFAL",38.101658,-0.84915
"CEIP SAGRADOS CORAZONES","col·legi d'educació infantil i primària","púb.","REDOVÁN",38.113448,-0.908121
"CEIP POETA MIGUEL HERNÁNDEZ","col·legi d'educació infantil i primària","púb.","ROJALES",38.084193,-0.722032
"CEIP LA ROMANA","col·legi d'educació infantil i primària","púb.","ROMANA (LA)",38.365071,-0.898787
"CEIP VIRGEN DEL ROSARIO","col·legi d'educació infantil i primària","púb.","SALINAS",38.519253,-0.910277
"CEIP JOSÉ MARÍA MANRESA NAVARRO","col·legi d'educació infantil i primària","púb.","SAN FULGENCIO",38.116571,-0.717298
"CEIP CRISTO DE LA PAZ","col·legi d'educació infantil i primària","púb.","SANT JOAN D'ALACANT",38.401498,-0.435609
"CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN","centre privat d'educació infantil, primària i secundària","priv. conc.","SANT JOAN D'ALACANT",38.401005,-0.436101
"CEIP GLORIA FUERTES","col·legi d'educació infantil i primària","púb.","SAN MIGUEL DE SALINAS",37.979809,-0.791713
"CEIP HISPANIDAD","col·legi d'educació infantil i primària","púb.","SANTA POLA",38.198074,-0.555947
"CEIP VIRGEN DE LORETO","col·legi d'educació infantil i primària","púb.","SANTA POLA",38.193538,-0.551505
"CEIP SANTA ISABEL","col·legi d'educació infantil i primària","púb.","SANT VICENT DEL RASPEIG",38.382903,-0.500468
"CEIP JAUME I","col·legi d'educació infantil i primària","púb.","SANT VICENT DEL RASPEIG",38.397333,-0.527719
"CEIP REYES CATÓLICOS","col·legi d'educació infantil i primària","púb.","SANT VICENT DEL RASPEIG",38.395618,-0.508965
"CENTRE PRIVAT SANTA FAZ","centre privat d'educació infantil, primària i secundària","priv. conc.","SANT VICENT DEL RASPEIG",38.397068,-0.522435
"IES SAN VICENTE","institut d'educació secundària","púb.","SANT VICENT DEL RASPEIG",38.404005,-0.529587
"CEIP CERVANTES","col·legi d'educació infantil i primària","púb.","SAX",38.535366,-0.818671
"CENTRO PRIVADO NUESTRA SEÑORA DEL CARMEN","centre privat d'educació infantil i primària","priv. conc.","SAX",38.534624,-0.820335
"CEIP L'ERA","col·legi d'educació infantil i primària","púb.","SENIJA",38.727242,0.042378
"CEIP AUSIÀS MARCH","col·legi d'educació infantil i primària","púb.","SETLA",38.850783,0.019312
"CEIP SAN SALVADOR","col·legi d'educació infantil i primària","púb.","TÀRBENA",38.692565,-0.100669
"CEIP CAP D'OR","col·legi d'educació infantil i primària","púb.","TEULADA",38.690635,0.133477
"CEIP SAN VICENTE FERRER","col·legi d'educació infantil i primària","púb.","TEULADA",38.728334,0.10946
"CEIP LUIS GOSÁLBEZ","col·legi d'educació infantil i primària","púb.","TIBI",38.532699,-0.574304
"CEIP SAN LUIS BELTRAN","col·legi d'educació infantil i primària","púb.","TORMOS",38.802761,-0.070596
"CEIP DE LA TORRE DE LES MAÇANES","col·legi d'educació infantil i primària","púb.","TORRE DE LES MAÇANES (LA)",38.608034,-0.41996
"IES LAS LAGUNAS","institut d'educació secundària","púb.","TORREVIEJA",37.994222,-0.67435
"IES NÚMERO 1 - LIBERTAS","institut d'educació secundària","púb.","TORREVIEJA",38.003383,-0.670885
"CENTRO PRIVADO LA PURÍSIMA","centre privat d'educació infantil, primària i secundària","priv. conc.","TORREVIEJA",37.992582,-0.669968
"CEIP INMACULADA CONCEPCIÓN","col·legi d'educació infantil i primària","púb.","TORREVIEJA",37.98156,-0.687053
"CEIP VIRGEN DEL CARMEN","col·legi d'educació infantil i primària","púb.","TORREVIEJA",37.991013,-0.670126
"CEIP CUBA","col·legi d'educació infantil i primària","púb.","TORREVIEJA",37.982439,-0.678094
"CEIP EL PUIG","col·legi d'educació infantil i primària","púb.","VALL D'EBO (LA)",38.806005,-0.15854
"CEIP SEGARIA","col·legi d'educació infantil i primària","púb.","VERGER (EL)",38.84112,0.015731
"IES MARCOS ZARAGOZA","institut d'educació secundària","púb.","VILA JOIOSA (LA)",38.50478,-0.241195
"CEIP L'ERMITA","col·legi d'educació infantil i primària","púb.","VILA JOIOSA (LA)",38.519715,-0.236818
"CEIP DOCTOR ÁLVARO ESQUERDO","col·legi d'educació infantil i primària","púb.","VILA JOIOSA (LA)",38.510768,-0.231505
"CEIP MARE NOSTRUM","col·legi d'educació infantil i primària","púb.","VILA JOIOSA (LA)",38.512714,-0.228117
"CEIP HISPANITAT","col·legi d'educació infantil i primària","púb.","VILA JOIOSA (LA)",38.517297,-0.218503
"IES LA MALLADETA","institut d'educació secundària","púb.","VILA JOIOSA (LA)",38.512789,-0.227618
"CEIP SANTA TERESA","col·legi d'educació infantil i primària","púb.","VILLENA",38.631069,-0.848908
"CEIP JOAQUÍN MARÍA LÓPEZ","col·legi d'educació infantil i primària","púb.","VILLENA",38.637313,-0.86042
"CEIP PRINCIPE D.JUAN MANUEL","col·legi d'educació infantil i primària","púb.","VILLENA",38.639549,-0.864538
"CEIP RUPERTO CHAPÍ","col·legi d'educació infantil i primària","púb.","VILLENA",38.626267,-0.859972
"CENTRO PRIVADO LA ENCARNACIÓN","centre privat d'educació infantil, primària i secundària","priv. conc.","VILLENA",38.645568,-0.87411
"CENTRO PRIVADO MARÍA AUXILIADORA","centre privat d'educació infantil, primària i secundària","priv. conc.","VILLENA",38.636404,-0.866269
"CENTRO PRIVADO NUESTRA SEÑORA DE LOS DOLORES","centre privat d'educació infantil, primària i secundària","priv. conc.","VILLENA",38.631302,-0.864916
"IES HERMANOS AMORÓS","institut d'educació secundària","púb.","VILLENA",38.643917,-0.873566
"CENTRE PRIVAT FP COTS","centre privat formació professional específica","priv. conc.","ALACANT",38.345384,-0.485126
"CENTRE PRIVAT FP ACADEMIA RIPOLLÉS","centre privat formació professional específica","priv. conc.","ELX",38.266493,-0.695876
"CEIP LA PAZ","col·legi d'educació infantil i primària","púb.","CALLOSA DE SEGURA",38.122823,-0.871844
"CEIP REAL BLANC","col·legi d'educació infantil i primària","púb.","COCENTAINA",38.743934,-0.433724
"CEIP RAJOLETES","col·legi d'educació infantil i primària","púb.","SANT JOAN D'ALACANT",38.406359,-0.441901
"CEIP AZORÍN","col·legi d'educació infantil i primària","púb.","SANT VICENT DEL RASPEIG",38.389378,-0.520866
"CEIP MARÍA FRANCISCA RUIZ MIQUEL","col·legi d'educació infantil i primària","púb.","VILA JOIOSA (LA)",38.514783,-0.230773
"CEIP MARE DE DÉU DE LA SALUT","col·legi d'educació infantil i primària","púb.","ONIL",38.624817,-0.680168
"IES CARRÚS","institut d'educació secundària","púb.","ELX",38.267955,-0.709122
"CEE PRIV. APADIS","centre privat d'educació especial","priv. conc.","VILLENA",38.63878,-0.878788
"CEIP ALTEA LA VELLA","col·legi d'educació infantil i primària","púb.","ALTEA LA VELLA",38.628601,-0.042883
"CENTRE PRIV. ED. INF. 1ER CICLE ELS XIQUETS","centre privat d'educació infantil de primer cicle","priv.","MUTXAMEL",38.408971,-0.443332
"CEIP BAIX VINALOPÓ","col·legi d'educació infantil i primària","púb.","ELX",38.270237,-0.700486
"CIPFP LA TORRETA","centre integrat públic de formació professional","púb.","ELX",38.256978,-0.693035
"CEIP AZORÍN","col·legi d'educació infantil i primària","púb.","ALACANT",38.363792,-0.470628
"CEIP LUCENTUM","col·legi d'educació infantil i primària","púb.","ALACANT",38.375581,-0.494044
"CEIP SAN NICOLÁS DE BARI","col·legi d'educació infantil i primària","púb.","ALACANT",38.360882,-0.48592
"CEIP EL TOSSAL","col·legi d'educació infantil i primària","púb.","ALACANT",38.352957,-0.496444
"CEIP LES VESSANES","col·legi d'educació infantil i primària","púb.","DÉNIA",38.835542,0.10216
"EI 1ER CICLO SANTA INFANCIA","escola infantil de primer cicle","púb.","ELDA",38.483888,-0.791413
"IES ANTONIO NAVARRO SANTAFÉ","institut d'educació secundària","púb.","VILLENA",38.625135,-0.859629
"IES EL VINALOPÓ","institut d'educació secundària","púb.","NOVELDA",38.380649,-0.77526
"CEIP D'ALACANT - EL BACAROT","col·legi d'educació infantil i primària","púb.","BACAROT (EL)",38.320065,-0.55781
"CEIP JOANOT MARTORELL","col·legi d'educació infantil i primària","púb.","BENIALÍ",38.820735,-0.221626
"CEIP AUSIÀS MARCH","col·legi d'educació infantil i primària","púb.","ALPATRÓ",38.820517,-0.261537
"CEIP PORT DE XÀBIA","col·legi d'educació infantil i primària","púb.","XÀBIA",38.793204,0.17916
"CENTRO PRIV. ED. INF. 1ER CICLE NIÑO JESÚS","centre privat d'educació infantil de primer cicle","priv.","TORREVIEJA",37.98153,-0.678671
"CEIP MIGUEL HERNÁNDEZ","col·legi d'educació infantil i primària","púb.","CREVILLENT",38.242158,-0.813214
"CENTRE ESTRANGER SIERRA BERNIA SCHOOL","centre docent privat estranger","priv.","ALFÀS DEL PI (L')",38.5845,-0.1112
"CENTRE PRIV. ED. INF. 1ER CICLE VISTAHERMOSA FAMILY SCHOOL.","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.365113,-0.458733
"EI EL TOSSALET","escola infantil","púb.","ALACANT",38.371001,-0.479546
"CEIP MORA PUCHOL","col·legi d'educació infantil i primària","púb.","ALACANT",38.338198,-0.504609
"CEIP MANUEL DE TORRES","col·legi d'educació infantil i primària","púb.","ALMORADÍ",38.105137,-0.798527
"CEIP MONTGÓ","col·legi d'educació infantil i primària","púb.","DÉNIA",38.833548,0.10378
"CEIP MADRE FELICIDAD BERNABEU","col·legi d'educació infantil i primària","púb.","IBI",38.621908,-0.567877
"CEP AZORÍN","col·legi d'educació primària","púb.","SANTA POLA",38.195979,-0.54981
"CEIP CERVANTES","col·legi d'educació infantil i primària","púb.","SANTA POLA",38.199084,-0.555413
"CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA","centre privat formació professional específica","priv. conc.","ALACANT",38.35457,-0.507409
"EI CID CAMPEADOR","escola infantil","púb.","PETRER",38.483739,-0.784343
"EI SANTIAGO APÓSTOL","escola infantil","púb.","ALBATERA",38.177363,-0.867858
"CEIP CERVANTES","col·legi d'educació infantil i primària","púb.","ALBATERA",38.17438,-0.875202
"IES VIRGEN DEL REMEDIO","institut d'educació secundària","púb.","ALACANT",38.376725,-0.490184
"IES LEONARDO DA VINCI","institut d'educació secundària","púb.","ALACANT",38.376663,-0.49179
"IES PERE MARIA ORTS I BOSCH","institut d'educació secundària","púb.","BENIDORM",38.553787,-0.121464
"IES PEDRO IBARRA RUIZ","institut d'educació secundària","púb.","ELX",38.26269,-0.684674
"IES MONASTIL","institut d'educació secundària","púb.","ELDA",38.479936,-0.804609
"IES CAP DE L'ALJUB","institut d'educació secundària","púb.","SANTA POLA",38.194541,-0.545089
"CEIP JOSÉ CARLOS AGUILERA","col·legi d'educació infantil i primària","púb.","ALACANT",38.343752,-0.500784
"CEIP EMILIO VARELA","col·legi d'educació infantil i primària","púb.","ALACANT",38.376999,-0.495533
"CEIP GABRIEL MIRÓ","col·legi d'educació infantil i primària","púb.","ALACANT",38.346701,-0.506364
"CEIP GABRIEL MIRÓ","col·legi d'educació infantil i primària","púb.","BENIDORM",38.553456,-0.122877
"CEIP MIGUEL SERVET","col·legi d'educació infantil i primària","púb.","ELDA",38.479907,-0.803279
"CEIP SANTO NEGRO","col·legi d'educació infantil i primària","púb.","ELDA",38.491515,-0.803139
"CEIP TEIXERETA","col·legi d'educació infantil i primària","púb.","IBI",38.62527,-0.581138
